# Data copied from SSP version 9 database (downloaded in 2014),,,,,,,,,,,,,,,,,,,,,,,,,
# Zeroes for Taiwan (TWN) replaced with UN population estimates for XEA region in 2000 and 2005 time periods,,,,,,,,,,,,,,,,,,,,,,,,,
MODEL,SCENARIO,REGION,VARIABLE,UNIT,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
OECD Env-Growth,SSP5_v9_130325,NCL,Population,million,0.212,0.231,0.251,0.271,0.291,0.311,0.33,0.346,0.362,0.376,0.388,0.397,0.404,0.408,0.408,0.405,0.4,0.392,0.381,0.367,0.351
OECD Env-Growth,SSP5_v9_130325,NER,Population,million,10.922,12.994,15.512,18.105,20.853,23.713,26.614,29.654,32.669,35.544,38.182,40.592,42.736,44.638,46.272,47.618,48.669,49.434,49.931,50.178,50.186
OECD Env-Growth,SSP5_v9_130325,NGA,Population,million,123.689,139.823,158.423,177.351,197.63,218.73,239.977,262.101,284.396,305.943,326.018,344.466,361.099,375.996,388.953,399.827,408.585,415.313,420.088,422.991,424.04
OECD Env-Growth,SSP5_v9_130325,NIC,Population,million,5.074,5.424,5.788,6.014,6.112,6.094,6.006,5.868,5.682,5.454,5.193,4.912,4.618,4.346,4.096,3.866,3.654,3.458,3.279,3.108,2.944
OECD Env-Growth,SSP5_v9_130325,NLD,Population,million,15.863,16.305,16.613,17.027,17.538,18.15,18.813,19.464,20.116,20.791,21.516,22.286,23.097,23.912,24.71,25.458,26.181,26.839,27.423,27.934,28.381
OECD Env-Growth,SSP5_v9_130325,NOR,Population,million,4.491,4.623,4.883,5.204,5.583,6.035,6.519,7.008,7.511,8.043,8.615,9.221,9.849,10.464,11.051,11.612,12.155,12.658,13.112,13.515,13.873
OECD Env-Growth,SSP5_v9_130325,NPL,Population,million,24.401,27.282,29.959,32.473,34.834,36.946,38.738,40.288,41.575,42.579,43.277,43.679,43.776,43.6,43.16,42.467,41.528,40.36,38.988,37.453,35.73
OECD Env-Growth,SSP5_v9_130325,NZL,Population,million,3.858,4.134,4.368,4.644,4.948,5.274,5.601,5.924,6.252,6.589,6.935,7.285,7.637,7.981,8.313,8.629,8.929,9.196,9.426,9.624,9.796
OECD Env-Growth,SSP5_v9_130325,OMN,Population,million,2.264,2.43,2.782,3.046,3.287,3.526,3.736,3.922,4.085,4.216,4.31,4.37,4.401,4.403,4.379,4.33,4.258,4.168,4.052,3.917,3.766
OECD Env-Growth,SSP5_v9_130325,PAK,Population,million,144.522,158.645,173.593,187.909,201.497,213.222,222.815,231.044,237.798,242.835,245.972,247.395,247.183,245.714,243.028,239.133,234.104,228.109,221.376,214.122,206.518
OECD Env-Growth,SSP5_v9_130325,PAN,Population,million,2.956,3.238,3.517,3.755,3.97,4.161,4.321,4.455,4.558,4.63,4.67,4.682,4.666,4.624,4.557,4.468,4.358,4.217,4.048,3.858,3.644
OECD Env-Growth,SSP5_v9_130325,PER,Population,million,25.862,27.559,29.077,30.051,30.553,30.617,30.396,29.981,29.366,28.556,27.57,26.45,25.22,24.011,22.835,21.695,20.597,19.543,18.537,17.521,16.51
OECD Env-Growth,SSP5_v9_130325,PHL,Population,million,77.31,85.546,93.261,100.481,107.437,113.552,118.67,123.018,126.457,128.939,130.499,131.315,131.435,130.94,129.832,128.097,125.762,122.876,119.505,115.749,111.675
OECD Env-Growth,SSP5_v9_130325,PNG,Population,million,5.379,6.095,6.858,7.502,8.094,8.618,9.072,9.47,9.793,10.029,10.182,10.267,10.286,10.243,10.141,9.98,9.765,9.498,9.183,8.83,8.45
OECD Env-Growth,SSP5_v9_130325,POL,Population,million,38.302,38.165,38.277,38.559,38.872,39.15,39.302,39.272,39.202,39.191,39.254,39.326,39.363,39.304,39.166,38.998,38.773,38.462,38.12,37.809,37.546
OECD Env-Growth,SSP5_v9_130325,PRI,Population,million,3.814,3.782,3.749,3.67,3.547,3.382,3.201,3.012,2.816,2.614,2.41,2.208,2.009,1.825,1.649,1.48,1.323,1.181,1.052,0.932,0.825
OECD Env-Growth,SSP5_v9_130325,PRT,Population,million,10.336,10.544,10.676,10.87,11.112,11.402,11.725,12.068,12.426,12.792,13.164,13.537,13.915,14.258,14.549,14.763,14.922,15.048,15.124,15.153,15.142
OECD Env-Growth,SSP5_v9_130325,PRY,Population,million,5.344,5.898,6.455,6.922,7.325,7.659,7.924,8.137,8.292,8.386,8.425,8.415,8.362,8.274,8.154,7.999,7.809,7.588,7.34,7.071,6.766
OECD Env-Growth,SSP5_v9_130325,PSE,Population,million,3.199,3.556,4.039,4.413,4.691,4.854,4.914,4.894,4.813,4.672,4.486,4.274,4.04,3.809,3.583,3.365,3.156,2.972,2.818,2.689,2.583
OECD Env-Growth,SSP5_v9_130325,PYF,Population,million,0.238,0.255,0.271,0.285,0.297,0.307,0.315,0.321,0.325,0.327,0.327,0.326,0.323,0.318,0.313,0.306,0.299,0.291,0.281,0.27,0.258
OECD Env-Growth,SSP5_v9_130325,QAT,Population,million,0.591,0.821,1.759,2.376,2.671,2.978,3.273,3.553,3.795,3.986,4.126,4.22,4.276,4.29,4.254,4.172,4.055,3.914,3.736,3.528,3.298
OECD Env-Growth,SSP5_v9_130325,ROU,Population,million,22.192,21.772,21.486,21.104,20.66,20.154,19.605,19.047,18.464,17.825,17.119,16.353,15.536,14.679,13.797,12.909,12.041,11.207,10.368,9.559,8.796
OECD Env-Growth,SSP5_v9_130325,RUS,Population,million,146.758,143.843,142.958,142.581,142.001,141.41,140.682,140.232,139.877,139.248,138.098,136.57,134.8,132.482,129.575,125.995,121.756,117.075,112.187,107.215,101.687
OECD Env-Growth,SSP5_v9_130325,RWA,Population,million,8.098,9.202,10.624,12.019,13.375,14.629,15.788,16.939,18.039,19.008,19.804,20.444,20.952,21.369,21.683,21.882,21.964,21.945,21.833,21.63,21.332
OECD Env-Growth,SSP5_v9_130325,SAU,Population,million,20.045,24.041,27.448,31.111,34.891,38.691,42.289,45.772,49.041,51.942,54.367,56.335,57.856,58.83,59.264,59.177,58.624,57.673,56.388,54.65,52.49
OECD Env-Growth,SSP5_v9_130325,SDN,Population,million,34.188,38.41,43.552,48.528,53.316,57.524,61.634,65.681,69.709,73.448,76.747,79.71,82.23,84.311,85.899,86.909,87.314,87.122,86.45,85.433,84.111
OECD Env-Growth,SSP5_v9_130325,SEN,Population,million,9.506,10.872,12.434,13.795,14.936,15.894,16.696,17.388,17.912,18.23,18.356,18.347,18.237,18.099,17.917,17.689,17.416,17.11,16.779,16.429,16.066
OECD Env-Growth,SSP5_v9_130325,SGP,Population,million,3.919,4.266,5.086,5.578,5.81,6.045,6.268,6.484,6.685,6.853,6.973,7.043,7.065,7.02,6.912,6.733,6.494,6.206,5.856,5.464,5.046
OECD Env-Growth,SSP5_v9_130325,SLB,Population,million,0.409,0.47,0.538,0.596,0.647,0.693,0.733,0.769,0.8,0.823,0.839,0.849,0.854,0.854,0.85,0.84,0.825,0.806,0.783,0.757,0.727
OECD Env-Growth,SSP5_v9_130325,SLE,Population,million,4.143,5.153,5.868,6.53,7.201,7.865,8.482,9.072,9.608,10.07,10.459,10.776,11.027,11.202,11.296,11.309,11.244,11.11,10.913,10.664,10.369
OECD Env-Growth,SSP5_v9_130325,SLV,Population,million,5.94,6.051,6.193,6.218,6.118,5.882,5.59,5.276,4.939,4.583,4.216,3.848,3.484,3.161,2.874,2.622,2.401,2.208,2.032,1.873,1.733
OECD Env-Growth,SSP5_v9_130325,SOM,Population,million,7.399,8.36,9.331,10.105,10.666,11.055,11.334,11.511,11.527,11.36,11.044,10.611,10.118,9.662,9.259,8.888,8.555,8.264,8.017,7.817,7.666
OECD Env-Growth,SSP5_v9_130325,SRB,Population,million,10.134,9.856,9.856,9.773,9.726,9.73,9.744,9.766,9.797,9.811,9.792,9.735,9.633,9.445,9.181,8.85,8.463,8.037,7.563,7.045,6.503
OECD Env-Growth,SSP5_v9_130325,STP,Population,million,0.141,0.153,0.165,0.173,0.177,0.177,0.174,0.17,0.163,0.155,0.146,0.136,0.125,0.116,0.108,0.1,0.094,0.089,0.084,0.08,0.077
OECD Env-Growth,SSP5_v9_130325,SUR,Population,million,0.467,0.499,0.525,0.545,0.561,0.572,0.579,0.583,0.584,0.581,0.575,0.566,0.555,0.542,0.528,0.512,0.495,0.476,0.458,0.438,0.417
OECD Env-Growth,SSP5_v9_130325,SVK,Population,million,5.405,5.415,5.462,5.567,5.691,5.821,5.938,6.029,6.114,6.209,6.315,6.419,6.512,6.576,6.615,6.641,6.66,6.654,6.631,6.598,6.56
OECD Env-Growth,SSP5_v9_130325,SVN,Population,million,1.985,2.002,2.03,2.079,2.135,2.199,2.269,2.343,2.424,2.513,2.606,2.7,2.797,2.889,2.978,3.057,3.126,3.184,3.232,3.268,3.293
OECD Env-Growth,SSP5_v9_130325,SWE,Population,million,8.86,9.029,9.38,9.867,10.461,11.159,11.875,12.593,13.362,14.22,15.165,16.165,17.192,18.199,19.184,20.151,21.1,21.969,22.745,23.441,24.08
OECD Env-Growth,SSP5_v9_130325,SWZ,Population,million,1.064,1.105,1.186,1.253,1.316,1.367,1.406,1.438,1.463,1.482,1.494,1.499,1.496,1.484,1.464,1.438,1.406,1.37,1.33,1.288,1.243
OECD Env-Growth,SSP5_v9_130325,SYR,Population,million,15.989,18.484,20.411,22.089,23.652,25.075,26.308,27.364,28.187,28.769,29.143,29.359,29.424,29.361,29.161,28.826,28.358,27.746,26.914,25.882,24.615
OECD Env-Growth,SSP5_v9_130325,TCD,Population,million,8.222,9.786,11.227,12.66,14.135,15.602,16.966,18.27,19.436,20.439,21.273,21.951,22.483,22.908,23.224,23.434,23.542,23.554,23.472,23.296,23.034
OECD Env-Growth,SSP5_v9_130325,TGO,Population,million,4.794,5.408,6.028,6.593,7.164,7.698,8.168,8.593,8.962,9.268,9.511,9.692,9.811,9.873,9.878,9.828,9.726,9.577,9.386,9.158,8.898
OECD Env-Growth,SSP5_v9_130325,THA,Population,million,63.155,66.698,69.122,71.061,72.633,73.843,74.539,74.807,74.565,73.781,72.501,70.852,68.919,66.644,64.089,61.286,58.288,55.137,51.891,48.607,45.341
OECD Env-Growth,SSP5_v9_130325,TJK,Population,million,6.173,6.453,6.879,7.117,7.202,7.106,6.901,6.629,6.29,5.889,5.442,4.978,4.514,4.099,3.734,3.412,3.133,2.896,2.699,2.542,2.423
OECD Env-Growth,SSP5_v9_130325,TKM,Population,million,4.501,4.748,5.042,5.286,5.477,5.601,5.668,5.697,5.69,5.643,5.557,5.437,5.29,5.127,4.951,4.763,4.565,4.361,4.157,3.957,3.763
OECD Env-Growth,SSP5_v9_130325,TLS,Population,million,0.83,1.01,1.124,1.224,1.304,1.356,1.385,1.394,1.374,1.332,1.266,1.182,1.086,0.994,0.91,0.834,0.767,0.714,0.678,0.657,0.653
OECD Env-Growth,SSP5_v9_130325,TON,Population,million,0.098,0.101,0.104,0.104,0.103,0.098,0.093,0.087,0.08,0.073,0.066,0.059,0.052,0.046,0.04,0.036,0.032,0.028,0.026,0.024,0.022
OECD Env-Growth,SSP5_v9_130325,TTO,Population,million,1.292,1.315,1.341,1.352,1.347,1.328,1.3,1.266,1.226,1.179,1.126,1.069,1.009,0.949,0.889,0.829,0.77,0.712,0.658,0.607,0.557
OECD Env-Growth,SSP5_v9_130325,TUN,Population,million,9.456,9.912,10.481,10.961,11.362,11.661,11.853,11.97,12.029,12.029,11.956,11.81,11.592,11.308,10.969,10.59,10.179,9.748,9.31,8.848,8.364
OECD Env-Growth,SSP5_v9_130325,TUR,Population,million,63.628,68.143,72.752,76.627,79.781,82.323,84.269,85.814,86.877,87.359,87.232,86.588,85.511,84.062,82.268,80.134,77.694,75.016,72.173,69.212,65.862
OECD Env-Growth,SSP5_v9_130325,TZA,Population,million,34.038,38.831,44.841,50.545,56.086,61.489,66.557,71.419,75.791,79.492,82.494,84.894,86.731,88.147,89.13,89.694,89.869,89.676,89.114,88.168,86.841
OECD Env-Growth,SSP5_v9_130325,UGA,Population,million,24.213,28.431,33.425,38.443,43.639,48.995,54.412,59.972,65.367,70.371,74.893,78.987,82.616,85.809,88.497,90.674,92.368,93.608,94.393,94.712,94.578
OECD Env-Growth,SSP5_v9_130325,UKR,Population,million,48.892,46.924,45.448,44.102,42.883,41.945,41.232,40.693,40.247,39.778,39.242,38.647,38.014,37.212,36.235,35.076,33.754,32.319,30.829,29.321,27.683
OECD Env-Growth,SSP5_v9_130325,URY,Population,million,3.319,3.323,3.369,3.38,3.363,3.321,3.262,3.19,3.106,3.009,2.9,2.783,2.659,2.535,2.414,2.295,2.168,2.039,1.907,1.775,1.639
OECD Env-Growth,SSP5_v9_130325,USA,Population,million,282.496,296.82,310.384,325.187,342.944,363.346,384.823,406.518,428.702,451.584,475.715,501.112,527.773,554.56,581.139,607.438,632.46,655.726,677.321,696.562,713.172
OECD Env-Growth,SSP5_v9_130325,UZB,Population,million,24.776,25.947,27.445,28.581,29.364,29.721,29.764,29.614,29.282,28.76,28.041,27.166,26.165,25.133,24.079,23.004,21.918,20.834,19.778,18.773,17.837
OECD Env-Growth,SSP5_v9_130325,VCT,Population,million,0.108,0.109,0.109,0.108,0.106,0.102,0.098,0.094,0.09,0.086,0.081,0.076,0.072,0.067,0.063,0.059,0.055,0.052,0.048,0.045,0.042
OECD Env-Growth,SSP5_v9_130325,VEN,Population,million,24.348,26.664,28.98,30.973,32.705,34.203,35.441,36.463,37.229,37.731,37.976,38.001,37.817,37.43,36.849,36.084,35.153,34.046,32.69,31.134,29.432
OECD Env-Growth,SSP5_v9_130325,VNM,Population,million,78.758,83.161,87.848,91.953,95.225,97.363,98.547,99.109,99.031,98.213,96.63,94.396,91.662,88.584,85.224,81.599,77.737,73.593,69.06,64.38,59.518
OECD Env-Growth,SSP5_v9_130325,VUT,Population,million,0.185,0.211,0.24,0.264,0.287,0.309,0.327,0.344,0.359,0.371,0.38,0.386,0.391,0.392,0.392,0.389,0.383,0.376,0.366,0.355,0.342
OECD Env-Growth,SSP5_v9_130325,WSM,Population,million,0.177,0.18,0.183,0.181,0.177,0.169,0.158,0.147,0.135,0.122,0.11,0.098,0.086,0.076,0.067,0.059,0.053,0.048,0.043,0.04,0.037
OECD Env-Growth,SSP5_v9_130325,YEM,Population,million,17.723,20.649,24.053,27.57,30.943,33.995,36.758,39.401,41.858,44.006,45.74,47.086,48.06,48.76,49.194,49.356,49.253,48.912,48.359,47.622,46.723
OECD Env-Growth,SSP5_v9_130325,ZAF,Population,million,44.76,47.793,50.133,52.526,55.115,57.612,59.719,61.567,63.139,64.385,65.275,65.757,65.801,65.386,64.51,63.198,61.511,59.523,57.305,54.907,52.371
OECD Env-Growth,SSP5_v9_130325,ZMB,Population,million,10.202,11.462,13.089,14.702,16.334,17.939,19.491,21.035,22.466,23.705,24.74,25.616,26.35,26.979,27.484,27.86,28.117,28.264,28.298,28.218,28.022
OECD Env-Growth,SSP5_v9_130325,ZWE,Population,million,12.509,12.571,12.571,12.556,12.518,12.238,11.818,11.339,10.803,10.218,9.606,8.989,8.373,7.834,7.357,6.931,6.556,6.228,5.944,5.701,5.494
OECD Env-Growth,SSP5_v9_130325,AFG,Population,million,22.856,27.615,31.412,35.269,39.247,43.069,46.594,49.924,52.874,55.305,57.179,58.569,59.474,60.104,60.457,60.528,60.347,59.941,59.335,58.546,57.594
OECD Env-Growth,SSP5_v9_130325,AGO,Population,million,13.926,16.489,19.082,21.792,24.635,27.422,30.014,32.489,34.785,36.85,38.646,40.188,41.474,42.497,43.245,43.712,43.903,43.825,43.488,42.905,42.105
OECD Env-Growth,SSP5_v9_130325,ALB,Population,million,3.072,3.142,3.204,3.221,3.216,3.189,3.148,3.102,3.053,2.999,2.935,2.861,2.78,2.685,2.58,2.464,2.334,2.186,2.028,1.867,1.701
OECD Env-Growth,SSP5_v9_130325,ARE,Population,million,3.033,4.069,7.512,10.016,11.538,13.057,14.458,15.775,16.95,17.913,18.642,19.158,19.497,19.608,19.477,19.119,18.581,17.912,17.144,16.264,15.227
OECD Env-Growth,SSP5_v9_130325,ARG,Population,million,36.931,38.681,40.412,41.83,42.93,43.722,44.252,44.611,44.756,44.657,44.322,43.797,43.103,42.277,41.318,40.229,39.014,37.575,35.961,34.226,32.414
OECD Env-Growth,SSP5_v9_130325,ARM,Population,million,3.076,3.066,3.092,3.055,2.973,2.862,2.744,2.623,2.495,2.357,2.213,2.067,1.924,1.792,1.668,1.551,1.437,1.329,1.229,1.133,1.045
OECD Env-Growth,SSP5_v9_130325,AUS,Population,million,19.164,20.404,22.268,24.43,26.845,29.563,32.34,35.134,38.025,41.059,44.222,47.435,50.657,53.664,56.427,58.975,61.201,63.04,64.492,65.607,66.449
OECD Env-Growth,SSP5_v9_130325,AUT,Population,million,8.005,8.232,8.394,8.614,8.869,9.176,9.497,9.813,10.136,10.478,10.836,11.192,11.535,11.819,12.034,12.205,12.343,12.419,12.439,12.413,12.354
OECD Env-Growth,SSP5_v9_130325,AZE,Population,million,8.111,8.588,9.188,9.673,10.051,10.298,10.459,10.583,10.655,10.645,10.548,10.389,10.196,9.963,9.684,9.35,8.966,8.551,8.134,7.728,7.332
OECD Env-Growth,SSP5_v9_130325,BDI,Population,million,6.374,7.251,8.383,9.634,10.903,12.131,13.213,14.222,15.185,16.063,16.822,17.439,17.91,18.223,18.386,18.403,18.282,18.038,17.69,17.254,16.738
OECD Env-Growth,SSP5_v9_130325,BEL,Population,million,10.176,10.414,10.712,11.088,11.515,12.018,12.559,13.108,13.677,14.272,14.896,15.54,16.2,16.835,17.415,17.946,18.44,18.891,19.266,19.576,19.831
OECD Env-Growth,SSP5_v9_130325,BEN,Population,million,6.518,7.634,8.85,10.051,11.282,12.491,13.623,14.713,15.726,16.631,17.413,18.074,18.621,19.053,19.366,19.552,19.612,19.549,19.373,19.091,18.71
OECD Env-Growth,SSP5_v9_130325,BFA,Population,million,12.294,14.198,16.469,18.623,20.764,22.85,24.811,26.726,28.484,30.019,31.293,32.32,33.108,33.74,34.217,34.543,34.727,34.785,34.724,34.549,34.266
OECD Env-Growth,SSP5_v9_130325,BGD,Population,million,129.592,140.588,148.692,155.919,162.575,167.583,170.957,173.03,173.744,173.096,171.098,167.981,163.88,159.171,153.935,148.253,142.198,135.871,129.35,122.747,116.176
OECD Env-Growth,SSP5_v9_130325,BGR,Population,million,8.006,7.739,7.494,7.262,7.056,6.892,6.755,6.64,6.541,6.443,6.334,6.216,6.086,5.928,5.743,5.534,5.305,5.064,4.8,4.516,4.22
OECD Env-Growth,SSP5_v9_130325,BHR,Population,million,0.638,0.725,1.262,1.673,1.956,2.247,2.524,2.795,3.052,3.281,3.472,3.626,3.747,3.83,3.873,3.875,3.839,3.771,3.675,3.551,3.393
OECD Env-Growth,SSP5_v9_130325,ABW,Population,million,0.09,0.101,0.107,0.119,0.127,0.136,0.143,0.15,0.157,0.162,0.166,0.169,0.17,0.171,0.17,0.168,0.164,0.159,0.152,0.144,0.135
